"Amaurochaetaceae RoSTAFINsKI, 1873, "	p. 8)]  Sporangia combined to form aethalium.  Rec.  
"Brunsia 	M1KHAYLov, 1939, "	"*1260, p. 58 [*Spirillina irregularis VON MiiLLER, 1879, * 1295, p. 41; OD] [=Neoarc/1aedisctts A. D. MIKLUKHO-MAKLAY in KIPARISOVA, et al., 1956, *1040, p. 11 (type, Arclzaedisc11s incertus GROZDILOVA & L EBEDEVA, 1954, 0 83 1, p. 60); Planoarclzaedisctts A. D. M1KLUKH0-MAKLAY in K1PARISOVA, MARKovsK11 & RADCHENKo, 1956, 0 1040, p. 10 (type, Arclzae.disc11s spirillinoides RAUZER-CHERNOUSOVA, 1948, *1505, p. 12); Hemiarchaedisctts A. D. M1KLUKHO.MAKLAY, 1957, *1266, p. 36 ( type, H. plan11s); Q11asiarclzaedisc11s A. D. M1KLUKH0-MAKLAY, 1960, ""1274, p. 150 (type Q. pamirensis)]. Test discoidal, consisting of proloculus followed by coiled nonsep .tate tubular chamber, which in early stage is plecto.gyral as in Archaediscus and in later stage is planispiral; wall calcareous, perforate, without lateral thickening; aperture at open end of tubu.lar chamber. L.Cm?b.( Visean )-U.Carb.( Namttr.), Eu.(USSR)-Asia(USSR).--F1G. 272,5. B. plana (M1KLUKHO-MAKLAY), Pamir region; axial sec. of holotype, X 100 ( 0 1266).--FIG. 272 ,6. B. in.certa (GROZDILOVA & LEBEDEVA), Baskir region; holotype, XIOO ( 01509).--Fic. 272,7,8. B. p11lchra MIKHAYLOv, Ukraine; equat. and axial secs., X 100 ( 0 1509).--FIG. 272,9. *B. irreg11.laris (voN MiiLLER), holotype, Xl35 ( 0 700).-.FIG. 272 ,10,11. B. spirillinoides ( RAUZER-CHER.NousovA), Kazakh.; 10, axial sec. of holotype; 11, equat. sec. of paratype, X75 (""1505).--FIG. 272,12. B. pamirensis (A. D. M1KLUKH0-MAKLAY), Visean, Pamir region ; holotype, horiz. sec., X I 80  (""1274).    C356 Protista-Sarcodina  Archoediscus  9   6   5  8    I  ~  15  Permodiscus  [Brun.?iu differs from .frchaediscus in be ing plectogyral of S. mhangulata VON MOLLER, type-species of Forschia). only in the e;,uly stage, :rnd rlanispiral in the later stage, Both undoubtedly have the granular calcareous fibrous or ~111d in 1:11.:king the pronounced !Jteral thickening of the radially striate walls of the majority of the Endothyracea w ;1ll. Brrtn .?iu w:is originally described as being agglu.which are also characteristic of the Tournayellidae and  cinaced cdc1reous, with a cribratc aperture. The type.Archaediscidae. True Spiri/lina does not appea r in the specic:s is sririlliniJ irregulariJ \ '0:-.1 M OLLER , by original  Carboniferous. The cribrate aperture described by MIK? designHion. Latt:r ~lYATL\TK (?1332, p. 26) sta ted that  HAYLOV apparently refers to the coarse perforations seen in the walls of S . irregu/aris, and does not represent a Spiri/lind:' irrc'gularis was calcueous, \1,.?ith a very thin  true aperture in these nonseptate forms. \Ve rega rd B. rcrfor;\te w;11l :ind not :ig-glutin:ited, hence she did not irregularis and B . pulchra as congeneric. In addition,regard it :is belonging to Brun.?iu, J.s th~H genus had been  1\'eoarchaediffus, P/anoarchacdi_;cus, and Hemiarchaediscus  Jt?$aibed. In a Liter publication, GROZDJW\.A & L EBEDE VA are regarded as synonymous, their differences being re. (1 95 4, ""' l'.'13 1, p. 29) cited Brun sia fu{chra MIKHAYLOV as   garded as of specific im pon;1nce only.] gcnocype species. As the type-s11ecii:s can ne\'er be changed on ce it ha s been fixed , the ge nus Hrun .?ia must include  "
"Permodiscus DuTKE\'ICH in CHERNYSHEVA, 1948, "	" S. irr<""gu!cJri.? VON ;\t i.i LLER , whose specimens were de.? 336, p. 154 [ ? P. t'e/11St11S; OD] [=Permodisc11s scribed from thin sections \\?hid1 show an early irregubr   coil ;rnJ bter pbnispiral one. with di~cincdy fihrous or  porous w;tll (the original figures being sim ilar to those tidiscus A. D . MIKLUKHo?MAKLAY, 1953, ""1262,    p. 130 (type, N11mm11/ostegina padangensis LANCE, p. 37 (type, L. ova/is)]. Similar to Archaedisrns, 1925, ' 1091, p. 271); Lensarchaedisrns PoRCHNJA.with massive lateral thickening of wall, but KOVA in A. D . MIKLUKHO-MAKLAY, 1957, '1266, planispiral throughout. L.Carb.-U.Perm., USSR- (p. C358).   C358 Protista-Sarcodina  "
"Lasiodiscus REICHEL, 1945, "	"0 1517, p. 525 (""L. granifer; OD]. Test free, consisting of proloculus, followed by planispirally enrolled tubular second chamber, one of surfaces ornamented by hyaline tubercles of radially fibrous thickening, and op.posite side with tubular chamberlets, opening into main enrolled chamber by apertures along spiral suture; test calcareous, imperforate, finely granular, dark in transmitted light, tubercles vitre.ous. [Magnification of the illustrations has been computed from the size of the specimens, as a discrepancy is found in the stated magnifications of the photographs and text figures with the stated size in the original publication.] M.Carb.. U. Perm., Eu. (Greece -Cyprus -USSR). -.FIG. 273,1-3. *L. granifer, U.Perm., Cyprus; 1, holotype, oblique sec. passing near proloculus, Xl45; 2,3, reconstr. equat. and axial secs., X85 (*1517).   "
"Howchinia CusHMAN, 1927, "	"*431, p. 42 [*Patellina bradyana HowcHIN, 1888, *965, p. 544; OD] [=Monotaxis VISSARIONOVA, 1948, 0 2009, p. 190 (type, Tetrataxis conica var. gibba VON MOLLER, 1879, *1296, p. 71) (non Monotaxis BENNETT, 1830; nee HULST, 1898 ?, nee HAMPSON' 1900)]. Test free, conical, consisting of nonseptate tube coiled in high spire around slightly depressed umbilical region filled with microcrystalline cal.cite; spiral suture depressed, bridged by many small extensions of shell matter, leaving spiraling series of small pits between them; wall calcareous, minutely granular; aperture extending from um.bilicus to periphery. L.Carb.(Visean), Eu.(Eng..USSR).--F1c. 273,4,5. *H. bradyana (How.CHIN), Eng.; 4, sectioned hypotype, Xl05; 5a-c, side, edge and a pert. views of neotype, XI 05  (*2117).--FIG. 273,6. H. gibba (voN MoLLER),  [The specimen of Howchinia bradrana here figured is that  designated by DAVIS (1951, ?564) as lecIOtype (BMNH?   P40403) from the Carboniferous limestone, Tipalt, D Zone, Old High Shd., Tipalt, Norchumberland, England, lat. 54?59'53"" N ., long. 2? 30'46""W. However, as it is not from the original type lot it must be considered as a neotype.J   "
"Lasiotrochus REICHEL, 1946, "	"*1517, p. 531 (*L. tatoiensis; OD]. Test free, small, similar in struc.ture to Lasiodiscus, but with conical form due to high trochospiral enrollment of tubular cham.ber; tubular chamberlets from outer margin re.curving toward proloculm, umbilical region filled by hyaline tubercles which have developed into distinct pillars of transparent calcite; wall cal.careous, finely granular, umbilical pillars vitreous. [The genus was originally described from a single section of the type-species. Possibly additional material may show this to be a synonym of Lasio.discus.] L. Perm. -U. Perm., Eu. (Greece) -USSR (Azerbaidzhan).--FIG. 273,12. *L. tatoiensis, U.Perm., Greece; long. sec. of holotype, X 140 (*1517).  "
"Monotaxinoides BRAZHNIKOVA & YARTSEVA, 1956, "	"*205, p. 65 [*M. transitorius; OD] [ =Eolasio.discus REYTLINGER, 1956, *1562, p. 75 (type, E. donbassicus)]. Test discoidal, concave on one side with proloculus followed by planispirally coiled nonseptate tubular second chamber; wall calcareous, with finely granular dark inner layer and clear, radiate vitreous outer layer that be.comes thickened on concave side; aperture at open end of tube. lEolasiodiscus was described as hav.ing supplementary fissure-like openings along the spiral suture, as seen in the figured equatorial sec.tion. It seems probable that this appearance is due to cutting of the radiate layer by the section. Eolasiodiscus is here regarded as synonymous with Monotaxinoides. It is apparently transi.tional between Howcliinia and Lasiodiscus.] L. Carb.-U.Carb., Eu.(USSR).--Fic. 273,7,8. *M. rransitorius, L.Carb., Donets Basin; 7, axial sec. of holotype; 8, equat. sec. of paratype; both XI 00 (*205).--FIG. 273,9-11. M. donbassicus (REYT.LINGER), M.Carb., Donets Basin; 9, equat. sec. of holotype; JO, axial sec.; 11, tang. axial sec., all X 174 (*1562).  FUSULINACEA  By M. L. THOMPSON  [Illinois State Geological Survey, Urbana]    INTRODUCTION Foraminifers of the superfamily Fusulina.cea are mostly robust representatives of the order characterized by distinctive complex internal structure of their spindle-shaped, spheroidal, or discoid calcareous tests (Fig. 274 ). Extraordinarily profuse in many rock formations, they are an exclusively late Paleozoic group of fossils. In the century       "
"Rauserella DuNBAR, 1944, "	"*638, p. 37 [*R. erratica; OD]. Early volutions discoidal, later ones irregu.larly subcylindrical and coiled at large angle to early volutions; mature shell small; septa plane; wall of tectum with upper and lower tectoria in inner volutions, of tectum and diaphanotheca in outer volutions (*638, *1012, '1047). U.Perm., N.Am.(Tex.-Mex.)-Japan.--Frc. 299,1. *R. er.ratica, Delaware F., Mex.(La Difunta); la, axial sec. through proloculus, X25; lb, sagittal sec. through proloculus, X25; le, parallel sec., X25; Id, axial sec. through proloculus showing erratic coiling, X25 (*ln2).  "
"Reichelina ERK, 1941(1942], "	"*709, p. 249 [*R. cri.broseptata; OD]. Shell small, discoidal, divisible into 3 parts, first 1 or 2 volutions evolute, next 3 involute, with narrowly rounded periphery, outer part of last volution somewhat uncoiled; spiro.theca composed of tectum and diaphanotheca; tunnel triangular in cross section, with flat bot.tom tangent to sharp edge of preceding volution; chomata broad, extending from tunnel to polar area, seemingly becoming thicker toward um.bilicus (*709). U.Perm., SW.Asia(Turkey)-Japan.China-USSR.--FIG. 298,3. *R. cribroseptata, Turkey; 3a, axial sec. of holotype, X 70 (* 1926); 3b, tang. sec. of paratype, X70 (*1926). Toriyamaia KA:<'1ERA, 1956, *1013, p. 251 [*T. laxiseptata; OD]. Shell small, elongate-fusiform to subcylindrical, with bluntly to broadly rounded polar ends; first 1 or 2 volutions discoidal, evo.lute, and coiled at right angles to outer cylindrical volutions; mature shape of shell reached in about first 4 volutions; proloculus minute, spherical; spirotheca thin, composed of tectum and less dense, structureless lower layer; septa very broad.ly spaced, unfluted, only 7 to each volution in outer part of shell (*1013). Perm., Japan.--F1c. 299,2. *T. laxiseptata, Kozaki F., Kyushu; 2a, axial sec. of holotype, X25; 2b, sagittal sec. of paratype, X25; ?2c, axial sec. of paratype, X25; 2d, part of sagittal sec. showing structure of spirotheca, X 100 ( *l 013).  "
"Staffella OzAWA, 1925, "	"*1401, p. 24 [""*Stat]ella  sphaerica voN MoLLER"" ( =""Fttsulinella sphaerica  "
"ABICH"" VON MOLLER, 1878, "	"*1295, p. 114,  =*Fwttlina sphaerica ABICH, 1859, *lA, p. 439,  528); OD]. Test subspherical at maturity, discoidal  in early volutions; wall as in Nankinella; septa  plane (*1912, *1922). U.Carb.(M.Penn.)-Perm.,  Eu.-Asia-E.Indies-S.Am.-C.Am.-N.Am. --Fie.  300,2a,b. S. moellerana THOMPSON, U.Perm.  (Djulfa Beds), Armenia; 2a, ext. view, XlO; 2b,  axial sec., Xl5 (*1922).--Fic. 300,2c. S. ex. pansa THOMPSON, M.Penn.(Marble Falls Ls.),  [The fact that OZAWA (?1401, p. 24) in designating  Staffella sphaerica as the type-species of Staffella errone. ously cited VON MOLLER as the author of this species can. not be construed under stipulations of the Zoological  sphaerica ABICH, 1858 [1859]. DUNBAR (1933, ?637A, p.  131; 1940, ?637B, p. 138) and subsequently THOMPSON  (1935, ""*1912, p. 113) were mistaken in judging that  specimens described and illustrated by VON MOLLER, rather  than ABICH's Furnlina sphaerica, must be recognized in  defining characters of Staffel/a. In the first place, it is a  named species, whatever its authorship and date, not  specimens identified by some later worker as belonging  to this species, that governs fixation of the type-species of  a nominal genus. OzAWA's (1928, *1401C, p. 131) cita. tion of the type-species of Staffella as ""genoholotype,  Fusulina sphaerica ABicH"" is germane only as an indi. cation of his intent, because the original publication con. taining an explicit type-species designation is sole au. thority and e\'idence for distinguishing it (Zool. Code, 67,  f). THOMPSON (1935, ?1912, p. 113) concluded that \'0'1  t.k>LLER's Fusulinel/a sphaerica and ABICH's Fusulina  sphaerica are congeneric, both belonging to StaOella, but  in his opinion they are not at all conspecific; therefore,  in order to a\'Oid homonymy of specific names he pub. lished Staffella moellerana as designation for VON MOurn's  specimens. S. moellerana THOMPSON is not the type-species  of Staffella, despite OzAwA's admission, quoted by DUNBAR  (1940, '637B, p. 138), that he based his choice of type. species on a spheroidal form treated in voN ~10LLER's paper;  it is OzAwA's action (1925) in designating Staffella  sphaerica (-=.Fusulina sphaerica ABICH, 1859) as the type. species that governs. This is not subsequently alterable by  him or anyone else,]  "
"Nankinella LEE, 1933(1934], "	"*1120, p. 14 [*Sta/. fella discoides LEE, 1931, *1119A, p. 286; OD]  [=Hayasakaina FUJIX!OTO & KAWADA, 1953,  *756, p. 119 (type, H. kotakiensis; OD)]. Test  discoidal, with umbilicate axial areas, periphery  angular to rounded in early part, angular at  maturity; wall of tectum and diaphanotheca  mineralized in all known forms, their original  construction unknown; septa plane; chomata dis. tinct ('756, *1120, *1922). L.Penn.-U.Perm., N.  (Green Canyon Ls), USA(Tex., Powwow Can.  C398 Protista-Sarcodina  yon); outline drawing, X40 (*1922).--Fic. of holotype, X50 (?!922); l e, tang. sec. of para.300,Jb,c. N. plu n1111eri THOMPSON, M.Penn. type, xso (' 1922).--FIG. 300,Jd. ?N. dis.(Marble Falls Ls.), USA(Tex.); l b, axial sec. coides (LEE), Perm.(Chihsia Ls.), China(Nan. . I . !   't'"" .~;.  ld~-~?  Nankinella  le    king); tang. sec. of holotype, XIS (*1922).-.Fic. 300,le-g. N. kotakiensis (FUJIMOTO & KA.WADA), L.Perm.(Omi Ls.) , Japan(Niigata Pref.); 1e, near-centered axial sec., X 40; 1f, eccentric axial sec., X40; lg, axial sec., X40 (*7S6).   "
"Nummulostegina SCHUBERT, 1907, "	"*168S, p. 212 [*N. velebitana SCHUBERT, 1908, *1686, p. 377; SD J. Test subdiscoidal, planispiral, periphery narrowly rounded; septa plane but other internal features poorly known (*1008, *168S). Perm ., Eu.--F1c. 274,1 a,b. *N. velebitana, Yugo.; la,b, lateral and apert. views of holotype, X20 (*1922).  "
"Pisolina LEE, 1933(1931], "	"*1120, p. 19 [*P. ex.cessa; OD]. Shell small, spherical throughout; spirotheca composed of tectum and ?keriotheca, possibly as in Staffella; septa widely spaced, plane; tunnel singular, chomata distinct; proloculus large (*1120) . Perm., Asia(China-Armenia).-.F1c. 301 ,:?. *P. excessa, Wushan Ls., China (Mit.sa ng Gorge); 7.a, axial sec. of holotype, XIS; 2b, sagittal sec. of paratype, XIS (*1922). Sphaerulina LEE, 1933(1931], ''1120, p. 16 [*S. crassispira; OD]. Minute, mature shell spherical and slightly umbilicate, composed of about IO vo!utions, planispiral throughout, first 3 or 4  volutions discoidal; spirotheca composed of tec.tum and alveolar ?keriotheca; septa plane (*1120). Perm., Asia(China).--FIG. 301 ,1. *S. crassispira, Kweichow; 1a, axial sec. of holotype, X30; lb, axial sec. of paratype, X30 (*1922).  "
"Boultonia LEE, 1927, "	"*1119, p. 10 ['B. willsi; OD). Shell minute, elongate-fusiform, first I or 2 volutions discoidal, coiled at large angle to outer fusiform vo]utions; spirotheca of tectum and faintly porous lower layer; septa fluted throughout; chomata asymmetrical throughout fusiform part of shell ('1119, *1795). Perm., Asia (China-Cambodia)-Eu.(Aus.)-USA (Wash.-Nev..Tex.).--F1c. 302,2a. *B. tl'illsi, L.Perm. (Taiyuan Ser.), ~?.J.China; axial sec. of holotype.   [Shell structure like that of Rauserel/a except for fluted sepu.] Perm .. N ...\fr.--F1c. 303,J. ? D.  matliieui, S. Tuni~ia: 3a, a\ial sec. of topotype showing diagonal arr:lngcrnent of septal pores,  X-10; 3b, part of sagittal sec. showing structure of spirotheca, X 150; Jc, part of axial sec. of Ja showing diagonal arrangement of septa] pores,  Xl30('1926).   p. 150 [',1!. e/011gata; OD]. Shell minute. highly elongate-fusiform, first I or 2 volutions discoidal around large, spherical proloculus and coiled at large angle to outer 5 or 6 greatly elongated, fusifurm ,?olutions; spirotheca thin, indistinct; septa closely spaced, intensely fluted throughout fusiform part of shell, a'\ial fillings in at least outer 5 wilutions but not massi1?e; tunnel singu.lar but not clearly defined (""755, * 1926). [Shell of onll? known species not well preserl'ed and poorly understood.] Perm., Japan.--F1c. 304.l. ~,11. elongata, Chichibu Ser.; 2a,c, axial secs. of holot1pc and topot1?pe, X31l, X-10; 7.b, s.1gitt.il sec. of topotlpe, X -JO: ] d, tang. sec. of par:lt1?pe showing septa! fluting, X 1511 (*!""~(,),    C402 Protista-Sarcodina  ?H I ( '' !'. splc11de11s; OD] [= ?Taraj:::itc; Tu,rA:-: .sKA YA, 1953, * 1955, p. 22 (type, F11s11li11a ?psc11 .do-prisca \'JL delicata CoLANI , llJ24, ''354, p. 180; OD)]. Shell small, clongatc-subcylindricJl at maturit,?, with blunt polar ends and uncoiled to rectilineJr at gerontic stage, first 1 or 1.5 ,?olu .tions discoidal and coiled Jt right angle to outer fusiform volutions; spirothcca thin, composed of tecturn and diaph;rnotheca; septa thin, intensely fluted throughout length, cuniculi at base of septa deYeloped in outer part of shell; tunnel singular, narrow, with erratic path, not observed   Dunbarula 3b  3c   frc. 303. Fusulinidae (Schubertelli nae; J, Fusiclla; :? , ,1/esosdlllbertella: J. D1111barula: ./, Eoscllllbertella)  (p. C401).   in outer part of shell (*1795, *1946) . [Presence of axial fillings is strongly suggested in several of SKWNER & \VILDE's type-specimens of this genus (Fig. 304,lb; *1795 , pl. +I, fig. 2,3).] U.Perm., N .Arn.-Asia(China) .--F1c. 304,la-c. *P. sple11.dens, Bell Canyon F., USA(Tex.); la, sagittal sec. of paratype, X40; lb, axial sec. of holotype, X 40; le. tang. sec. of paratype showing cuniculi, X 100 ( ' 1795 ).--FIG. 304,J d. P. dehcata (COLA""!), type-sp. of Ta1?aj:::ites, China(Yunnar>); slightly oblique axial sec., X 100 (*354) .  "
